waterbody	sample	pix_site	pixel	site	rep	Lat	Lon	uniqueID	pix_FID	CInoncyano_pix_sat	CIcyano_pix_sat	CInoncyano_sat	CInoncyano_mod_sat	CIcyano_sat	CIcyano_mod_sat	CI_sat	CI_mod_sat	CI_field	ss665_field	CI_mod_field	CI_pix_field	ss665_threshold	date	lat	long	secchi_disappear_m	secchi_reappear_m	time	temp_C	pH	cond_us	DO_mgL	turb_ntu	chla_ugL	secchi_avg
ClearLake_20190807	P2S1_3	P2S1	P2	S1	3	38.9711845268	-122.69888177	ClearLake_20190807-P2S1_3	1023	0	129	6.309573444801929e-5	0.9972394401831456	0.002228435149270303	35.22081865254401	0.002228435149270303	35.22081865254401	0.002336952288722394	-3.1402098432299196e-4	36.9359515746694	130.72082049295855	<0	2019-08-07	38.97144	-122.69845	2.53	2.49	12:18:00	27.5	8.8	286.5	11.55	7.2	26.93	2.51
ClearLake_20190807	P2S2_1	P2S2	P2	S2	1	38.9711845268	-122.69888177	ClearLake_20190807-P2S2_1	1023	0	129	6.309573444801929e-5	0.9972394401831456	0.002228435149270303	35.22081865254401	0.002228435149270303	35.22081865254401	0.0025170303812943337	-3.5641314234341036e-4	39.78211824182558	133.40737147013908	<0	2019-08-07	38.97125	-122.69933	2.49	2.44	12:41:00	27.5	8.83	286.1	11.85	3.42	19.48	2.465
ClearLake_20190807	P2S2_2	P2S2	P2	S2	2	38.9711845268	-122.69888177	ClearLake_20190807-P2S2_2	1023	0	129	6.309573444801929e-5	0.9972394401831456	0.002228435149270303	35.22081865254401	0.002228435149270303	35.22081865254401	0.0025572686118236483	-3.9606296003377034e-4	40.41809071822289	133.98136234093298	<0	2019-08-07	38.97125	-122.69933	2.49	2.44	12:41:00	27.5	8.83	286.1	11.85	3.42	19.48	2.465
ClearLake_20190807	P2S2_3	P2S2	P2	S2	3	38.9711845268	-122.69888177	ClearLake_20190807-P2S2_3	1023	0	129	6.309573444801929e-5	0.9972394401831456	0.002228435149270303	35.22081865254401	0.002228435149270303	35.22081865254401	0.0027863001903555376	-3.6265312977169437e-4	44.03797604260354	137.0856587182561	<0	2019-08-07	38.97125	-122.69933	2.49	2.44	12:41:00	27.5	8.83	286.1	11.85	3.42	19.48	2.465
ClearLake_20190807	P2S3_1	P2S3	P2	S3	1	38.9711845268	-122.69888177	ClearLake_20190807-P2S3_1	1023	0	129	6.309573444801929e-5	0.9972394401831456	0.002228435149270303	35.22081865254401	0.002228435149270303	35.22081865254401	0.002938412110806495	-4.765380019225154e-4	46.4421323254766	139.00939210887253	<0	2019-08-07	38.97196	-122.69879	2.39	2.35	13:09:00	27.8	8.8	285.9	12.3	4.43	33.81	2.37
ClearLake_20190807	P2S3_2	P2S3	P2	S3	2	38.9711845268	-122.69888177	ClearLake_20190807-P2S3_2	1023	0	129	6.309573444801929e-5	0.9972394401831456	0.002228435149270303	35.22081865254401	0.002228435149270303	35.22081865254401	0.002764303866761441	-4.927072769884185e-4	43.69032018886059	136.79881510422535	<0	2019-08-07	38.97196	-122.69879	2.39	2.35	13:09:00	27.8	8.8	285.9	12.3	4.43	33.81	2.37
ClearLake_20190807	P2S3_3	P2S3	P2	S3	3	38.9711845268	-122.69888177	ClearLake_20190807-P2S3_3	1023	0	129	6.309573444801929e-5	0.9972394401831456	0.002228435149270303	35.22081865254401	0.002228435149270303	35.22081865254401	0.0028808420152208075	-4.5674678526629476e-4	45.5322266021276	138.2932868595032	<0	2019-08-07	38.97196	-122.69879	2.39	2.35	13:09:00	27.8	8.8	285.9	12.3	4.43	33.81	2.37
ClearLake_20190816	OA04D_1	OA04D	OA04D	OA04D	1	39.0115346642	-122.702129302	ClearLake_20190816-OA04D_1	1229	120	0	0.0017378008287493745	27.46625490253304	6.309573444801929e-5	0.9972394401831456	0.0017378008287493745	27.46625490253304	0.0017008265355818826	-6.799654507737484e-4	26.881869543648058	119.22166857602829	<0	2019-08-16	39.0124	-122.703	NA	NA	NA	NA	NA	NA	NA	NA	17.836	NA
ClearLake_20190816	OA04D_2	OA04D	OA04D	OA04D	2	39.0115346642	-122.702129302	ClearLake_20190816-OA04D_2	1229	120	0	0.0017378008287493745	27.46625490253304	6.309573444801929e-5	0.9972394401831456	0.0017378008287493745	27.46625490253304	0.001710607007770898	-6.585631595878447e-4	27.036451667080442	119.42918723770512	<0	2019-08-16	39.0124	-122.703	NA	NA	NA	NA	NA	NA	NA	NA	17.836	NA
ClearLake_20190816	OA04D_3	OA04D	OA04D	OA04D	3	39.0115346642	-122.702129302	ClearLake_20190816-OA04D_3	1229	120	0	0.0017378008287493745	27.46625490253304	6.309573444801929e-5	0.9972394401831456	0.0017378008287493745	27.46625490253304	0.0015842218689206698	-6.861136726211206e-4	25.03891179822759	116.65133367370701	<0	2019-08-16	39.0124	-122.703	NA	NA	NA	NA	NA	NA	NA	NA	17.836	NA
ClearLake_20190816	OA04C_1	OA04C	OA04C	OA04C	1	39.0117036939	-122.698681379	ClearLake_20190816-OA04C_1	1230	98	0	9.46237161365793e-4	14.955448658075404	6.309573444801929e-5	0.9972394401831456	9.46237161365793e-4	14.955448658075404	0.0016934031322445703	-6.539929767596106e-4	26.76454131768924	119.06336322831682	<0	2019-08-16	39.0108	-122.7	NA	NA	NA	NA	NA	NA	NA	NA	19.413	NA
ClearLake_20190816	OA04C_2	OA04C	OA04C	OA04C	2	39.0117036939	-122.698681379	ClearLake_20190816-OA04C_2	1230	98	0	9.46237161365793e-4	14.955448658075404	6.309573444801929e-5	0.9972394401831456	9.46237161365793e-4	14.955448658075404	0.0019939636511322706	-6.455556861717374e-4	31.51495441960274	124.97643642472656	<0	2019-08-16	39.0108	-122.7	NA	NA	NA	NA	NA	NA	NA	NA	19.413	NA
ClearLake_20190816	OA04C_3	OA04C	OA04C	OA04C	3	39.0117036939	-122.698681379	ClearLake_20190816-OA04C_3	1230	98	0	9.46237161365793e-4	14.955448658075404	6.309573444801929e-5	0.9972394401831456	9.46237161365793e-4	14.955448658075404	0.0019237277409101037	-6.423749029588373e-4	30.404863216077555	123.67863397744054	<0	2019-08-16	39.0108	-122.7	NA	NA	NA	NA	NA	NA	NA	NA	19.413	NA
ClearLake_20190816	LA03D_1	LA03D	LA03D	LA03D	1	38.9864787016	-122.717413364	ClearLake_20190816-LA03D_1	1336	128	0	0.002167704104819694	34.260953563414134	6.309573444801929e-5	0.9972394401831456	0.002167704104819694	34.260953563414134	8.944407809612343e-4	-6.601398354964308e-4	14.136797542432882	95.96263267774914	<0	2019-08-16	38.9874	-122.717	NA	NA	NA	NA	NA	NA	NA	NA	8.906	NA
ClearLake_20190816	LA03D_2	LA03D	LA03D	LA03D	2	38.9864787016	-122.717413364	ClearLake_20190816-LA03D_2	1336	128	0	0.002167704104819694	34.260953563414134	6.309573444801929e-5	0.9972394401831456	0.002167704104819694	34.260953563414134	9.320320913350624e-4	-6.637554314915684e-4	14.730934969327102	97.45257217128973	<0	2019-08-16	38.9874	-122.717	NA	NA	NA	NA	NA	NA	NA	NA	8.906	NA
ClearLake_20190816	LA03D_3	LA03D	LA03D	LA03D	3	38.9864787016	-122.717413364	ClearLake_20190816-LA03D_3	1336	128	0	0.002167704104819694	34.260953563414134	6.309573444801929e-5	0.9972394401831456	0.002167704104819694	34.260953563414134	9.312505494453984e-4	-6.475641480306283e-4	14.718582559083421	97.42221183280844	<0	2019-08-16	38.9874	-122.717	NA	NA	NA	NA	NA	NA	NA	NA	8.906	NA
ClearLake_20190816	LA03C_1	LA03C	LA03C	LA03C	1	38.9837887687	-122.717196274	ClearLake_20190816-LA03C_1	1347	124	0	0.0019408858775927774	30.676050654811814	6.309573444801929e-5	0.9972394401831456	0.0019408858775927774	30.676050654811814	0.0016009734859094564	-5.893731237031101e-4	25.30367412002642	117.03201162732842	<0	2019-08-16	38.9828	-122.718	NA	NA	NA	NA	NA	NA	NA	NA	21.84	NA
ClearLake_20190816	LA03C_2	LA03C	LA03C	LA03C	2	38.9837887687	-122.717196274	ClearLake_20190816-LA03C_2	1347	124	0	0.0019408858775927774	30.676050654811814	6.309573444801929e-5	0.9972394401831456	0.0019408858775927774	30.676050654811814	0.0017184947989710801	-6.029930328188115e-4	27.16111962680174	119.5956851734891	<0	2019-08-16	38.9828	-122.718	NA	NA	NA	NA	NA	NA	NA	NA	21.84	NA
ClearLake_20190816	LA03C_4	LA03C	LA03C	LA03C	4	38.9837887687	-122.717196274	ClearLake_20190816-LA03C_4	1347	124	0	0.0019408858775927774	30.676050654811814	6.309573444801929e-5	0.9972394401831456	0.0019408858775927774	30.676050654811814	0.0016258135320447273	-6.321428306329214e-4	25.696275520402683	117.58922783096256	<0	2019-08-16	38.9828	-122.718	NA	NA	NA	NA	NA	NA	NA	NA	21.84	NA
ClearLake_20190816	CL03C_1	CL03C	CL03C	CL03C	1	38.9641253595	-122.677559025	ClearLake_20190816-CL03C_1	1457	0	124	6.309573444801929e-5	0.9972394401831456	0.0019408858775927774	30.676050654811814	0.0019408858775927774	30.676050654811814	0.001570842484260358	-1.701809917329369e-4	24.827448215382127	116.3443865399728	<0	2019-08-16	38.9632	-122.679	NA	NA	NA	NA	NA	NA	NA	NA	8.214	NA
ClearLake_20190816	CL03C_2	CL03C	CL03C	CL03C	2	38.9641253595	-122.677559025	ClearLake_20190816-CL03C_2	1457	0	124	6.309573444801929e-5	0.9972394401831456	0.0019408858775927774	30.676050654811814	0.0019408858775927774	30.676050654811814	0.0021872057898047075	-1.226776344214046e-4	34.56918120490557	128.3241372380474	<0	2019-08-16	38.9632	-122.679	NA	NA	NA	NA	NA	NA	NA	NA	8.214	NA
ClearLake_20190816	CL03C_3	CL03C	CL03C	CL03C	3	38.9641253595	-122.677559025	ClearLake_20190816-CL03C_3	1457	0	124	6.309573444801929e-5	0.9972394401831456	0.0019408858775927774	30.676050654811814	0.0019408858775927774	30.676050654811814	0.0017985896085480064	-8.682498400484516e-5	28.42703250923078	121.2443399936705	<0	2019-08-16	38.9632	-122.679	NA	NA	NA	NA	NA	NA	NA	NA	8.214	NA
ClearLake_20190816	CL03C_4	CL03C	CL03C	CL03C	4	38.9641253595	-122.677559025	ClearLake_20190816-CL03C_4	1457	0	124	6.309573444801929e-5	0.9972394401831456	0.0019408858775927774	30.676050654811814	0.0019408858775927774	30.676050654811814	0.002017640956940674	-7.077934614219822e-5	31.889178499819604	125.40365710370556	<0	2019-08-16	38.9632	-122.679	NA	NA	NA	NA	NA	NA	NA	NA	8.214	NA
ClearLake_20190816	CL03F_1	CL03F	CL03F	CL03F	1	38.9642934924	-122.674113255	ClearLake_20190816-CL03F_1	1458	117	0	0.0015995580286146678	25.281302562699974	6.309573444801929e-5	0.9972394401831456	0.0015995580286146678	25.281302562699974	0.0025716666036700894	-1.0816146303589853e-4	40.645653570994426	134.1845554200711	<0	2019-08-16	38.9634	-122.674	NA	NA	NA	NA	NA	NA	NA	NA	22.568	NA
ClearLake_20190816	CL03F_2	CL03F	CL03F	CL03F	2	38.9642934924	-122.674113255	ClearLake_20190816-CL03F_2	1458	117	0	0.0015995580286146678	25.281302562699974	6.309573444801929e-5	0.9972394401831456	0.0015995580286146678	25.281302562699974	0.002318122855799261	-1.986972044120995e-4	36.638348998021364	130.42803741352168	<0	2019-08-16	38.9634	-122.674	NA	NA	NA	NA	NA	NA	NA	NA	22.568	NA
ClearLake_20190816	CL03F_3	CL03F	CL03F	CL03F	3	38.9642934924	-122.674113255	ClearLake_20190816-CL03F_3	1458	117	0	0.0015995580286146678	25.281302562699974	6.309573444801929e-5	0.9972394401831456	0.0015995580286146678	25.281302562699974	0.0018853066389184741	-2.960062072852763e-4	29.79761078330149	122.94849973788672	<0	2019-08-16	38.9634	-122.674	NA	NA	NA	NA	NA	NA	NA	NA	22.568	NA
ClearLake_20191008	UA07C_1	UA07C	UA07C	UA07C	1	39.0597750104	-122.872283113	ClearLake_20191008-UA07C_1	587	105	0	0.0011481536214968818	18.146774655410088	6.309573444801929e-5	0.9972394401831456	0.0011481536214968818	18.146774655410088	1.6301084975137397e-4	-0.0017482604793137568	2.576415822273421	34.351375944878356	<0	2019-10-08	39.0588	-122.873	NA	NA	NA	NA	NA	NA	NA	NA	33.925	NA
ClearLake_20191008	UA07C_2	UA07C	UA07C	UA07C	2	39.0597750104	-122.872283113	ClearLake_20191008-UA07C_2	587	105	0	0.0011481536214968818	18.146774655410088	6.309573444801929e-5	0.9972394401831456	0.0011481536214968818	18.146774655410088	1.9810568752102076e-4	-0.002035695016754155	3.131096050293487	41.40807867563678	<0	2019-10-08	39.0588	-122.873	NA	NA	NA	NA	NA	NA	NA	NA	33.925	NA
ClearLake_20191008	UA07C_3	UA07C	UA07C	UA07C	3	39.0597750104	-122.872283113	ClearLake_20191008-UA07C_3	587	105	0	0.0011481536214968818	18.146774655410088	6.309573444801929e-5	0.9972394401831456	0.0011481536214968818	18.146774655410088	2.2238263006772838e-4	-0.0020099379726279667	3.514797497093859	45.59173851875301	<0	2019-10-08	39.0588	-122.873	NA	NA	NA	NA	NA	NA	NA	NA	33.925	NA
ClearLake_20191008	UA06C_1	UA06C	UA06C	UA06C	1	39.0598612149	-122.81687044	ClearLake_20191008-UA06C_1	640	108	0	0.0012473835142429433	19.715120971642282	6.309573444801929e-5	0.9972394401831456	0.0012473835142429433	19.715120971642282	3.9854799886343355e-4	-0.0022474848415789212	6.299122860676363	66.70671940411236	<0	2019-10-08	39.0589	-122.818	NA	NA	NA	NA	NA	NA	NA	NA	40.186	NA
ClearLake_20191008	UA06C_2	UA06C	UA06C	UA06C	2	39.0598612149	-122.81687044	ClearLake_20191008-UA06C_2	640	108	0	0.0012473835142429433	19.715120971642282	6.309573444801929e-5	0.9972394401831456	0.0012473835142429433	19.715120971642282	2.5356476902499946e-4	-0.002567055112922322	4.007636816098541	50.340742612591505	<0	2019-10-08	39.0589	-122.818	NA	NA	NA	NA	NA	NA	NA	NA	40.186	NA
ClearLake_20191008	UA06C_3	UA06C	UA06C	UA06C	3	39.0598612149	-122.81687044	ClearLake_20191008-UA06C_3	640	108	0	0.0012473835142429433	19.715120971642282	6.309573444801929e-5	0.9972394401831456	0.0012473835142429433	19.715120971642282	2.1475760990132724e-4	-0.002300558935234215	3.3942826808602593	44.32904682758169	<0	2019-10-08	39.0589	-122.818	NA	NA	NA	NA	NA	NA	NA	NA	40.186	NA
ClearLake_20191008	OA04C_1	OA04C	OA04C	OA04C	1	39.0117036939	-122.698681379	ClearLake_20191008-OA04C_1	1245	108	0	0.0012473835142429433	19.715120971642282	6.309573444801929e-5	0.9972394401831456	0.0012473835142429433	19.715120971642282	3.8075189346572537e-4	-0.00245267623819291	6.0178522115666135	65.05350597871484	<0	2019-10-08	39.0108	-122.7	NA	NA	NA	NA	NA	NA	NA	NA	30.503	NA
ClearLake_20191008	OA04C_2	OA04C	OA04C	OA04C	2	39.0117036939	-122.698681379	ClearLake_20191008-OA04C_2	1245	108	0	0.0012473835142429433	19.715120971642282	6.309573444801929e-5	0.9972394401831456	0.0012473835142429433	19.715120971642282	3.3564483226660954e-4	-0.0024443040876592067	5.304926990043572	60.4899970821865	<0	2019-10-08	39.0108	-122.7	NA	NA	NA	NA	NA	NA	NA	NA	30.503	NA
ClearLake_20191008	OA04C_3	OA04C	OA04C	OA04C	3	39.0117036939	-122.698681379	ClearLake_20191008-OA04C_3	1245	108	0	0.0012473835142429433	19.715120971642282	6.309573444801929e-5	0.9972394401831456	0.0012473835142429433	19.715120971642282	3.343889644724029e-4	-0.002380047987465497	5.285077773499933	60.354328032260334	<0	2019-10-08	39.0108	-122.7	NA	NA	NA	NA	NA	NA	NA	NA	30.503	NA
ClearLake_20191008	LA03C_1	LA03C	LA03C	LA03C	1	38.983619293	-122.72064273	ClearLake_20191008-LA03C_1	1332	104	0	0.001116863247780561	17.652224666556368	6.309573444801929e-5	0.9972394401831456	0.001116863247780561	17.652224666556368	-3.5802090553403417e-4	-0.002420410497371722	-5.658584855728407	0	<0	2019-10-08	38.9828	-122.718	NA	NA	NA	NA	NA	NA	NA	NA	29.338	NA
ClearLake_20191008	LA03C_2	LA03C	LA03C	LA03C	2	38.983619293	-122.72064273	ClearLake_20191008-LA03C_2	1332	104	0	0.001116863247780561	17.652224666556368	6.309573444801929e-5	0.9972394401831456	0.001116863247780561	17.652224666556368	-1.7841260231529765e-4	-0.002073717315531017	-2.8198432938616964	0	<0	2019-10-08	38.9828	-122.718	NA	NA	NA	NA	NA	NA	NA	NA	29.338	NA
ClearLake_20191008	LA03C_3	LA03C	LA03C	LA03C	3	38.983619293	-122.72064273	ClearLake_20191008-LA03C_3	1332	104	0	0.001116863247780561	17.652224666556368	6.309573444801929e-5	0.9972394401831456	0.001116863247780561	17.652224666556368	-1.658244832577696e-4	-0.001762207667556425	-2.6208858062960347	0	<0	2019-10-08	38.9828	-122.718	NA	NA	NA	NA	NA	NA	NA	NA	29.338	NA
ClearLake_20191008	CL03C_1	CL03C	CL03C	CL03C	1	38.9641253595	-122.677559025	ClearLake_20191008-CL03C_1	1391	117	0	0.0015995580286146678	25.281302562699974	6.309573444801929e-5	0.9972394401831456	0.0015995580286146678	25.281302562699974	8.513572405066119e-5	-0.0015498870533458648	1.3455854430510292	10.842652825812685	<0	2019-10-08	38.9632	-122.679	NA	NA	NA	NA	NA	NA	NA	NA	29.775	NA
ClearLake_20191008	CL03C_2	CL03C	CL03C	CL03C	2	38.9641253595	-122.677559025	ClearLake_20191008-CL03C_2	1391	117	0	0.0015995580286146678	25.281302562699974	6.309573444801929e-5	0.9972394401831456	0.0015995580286146678	25.281302562699974	4.0823343476328465e-4	-0.002089493672337856	6.452202918451971	67.57571425234676	<0	2019-10-08	38.9632	-122.679	NA	NA	NA	NA	NA	NA	NA	NA	29.775	NA
