Lon	Lat	pix_val_sat	waterbody	pix_num	pixel	ci_sat	ci_mod_sat	uniqueID	sample	pix_site	rep	ci	ci_mod	pix_val	site
-121.19326238	40.2941898679	0	LakeAlmanor_20190815	87	P1	6.309573444801929e-5	0.9972394401831456	LakeAlmanor_20190815-P1S3_2	P1S3_2	P1S3	2	-3.9094430170245767e-4	-6.17894505838165	0	S3
-121.19326238	40.2941898679	0	LakeAlmanor_20190815	87	P1	6.309573444801929e-5	0.9972394401831456	LakeAlmanor_20190815-P1S3_3	P1S3_3	P1S3	3	-3.933351261463877e-4	-6.216732469066364	0	S3
-121.187908923	40.2646663158	0	LakeAlmanor_20190815	308	P3	6.309573444801929e-5	0.9972394401831456	LakeAlmanor_20190815-P3S1_1	P3S1_1	P3S1	1	-2.69680190051234e-4	-4.262343946193963	0	S1
-121.187908923	40.2646663158	0	LakeAlmanor_20190815	308	P3	6.309573444801929e-5	0.9972394401831456	LakeAlmanor_20190815-P3S1_2	P3S1_2	P3S1	2	-2.565818746660593e-4	-4.0553227138345065	0	S1
-121.187908923	40.2646663158	0	LakeAlmanor_20190815	308	P3	6.309573444801929e-5	0.9972394401831456	LakeAlmanor_20190815-P3S1_3	P3S1_3	P3S1	3	-2.6390175846942765e-4	-4.171014794925829	0	S1
-121.187908923	40.2646663158	0	LakeAlmanor_20190815	308	P3	6.309573444801929e-5	0.9972394401831456	LakeAlmanor_20190815-P3S2_1	P3S2_1	P3S2	1	-2.4409780924857004e-4	-3.8580098127793145	0	S2
-121.187908923	40.2646663158	0	LakeAlmanor_20190815	308	P3	6.309573444801929e-5	0.9972394401831456	LakeAlmanor_20190815-P3S2_2	P3S2_2	P3S2	2	-2.4507368226300114e-4	-3.8734336614295404	0	S2
-121.187908923	40.2646663158	0	LakeAlmanor_20190815	308	P3	6.309573444801929e-5	0.9972394401831456	LakeAlmanor_20190815-P3S2_3	P3S2_3	P3S2	3	-2.2680710216029193e-4	-3.584727074921803	0	S2
-121.187908923	40.2646663158	0	LakeAlmanor_20190815	308	P3	6.309573444801929e-5	0.9972394401831456	LakeAlmanor_20190815-P3S3_1	P3S3_1	P3S3	1	-2.4210377171875858e-4	-3.826493690693889	0	S3
-121.187908923	40.2646663158	0	LakeAlmanor_20190815	308	P3	6.309573444801929e-5	0.9972394401831456	LakeAlmanor_20190815-P3S3_2	P3S3_2	P3S3	2	-2.550798479702129e-4	-4.031582911541849	0	S3
-121.187908923	40.2646663158	0	LakeAlmanor_20190815	308	P3	6.309573444801929e-5	0.9972394401831456	LakeAlmanor_20190815-P3S3_3	P3S3_3	P3S3	3	-2.6389628179721925e-4	-4.170928235135774	0	S3
-120.973363808	35.8567361476	0	LakeSanAntonio_20190801	21	P1	6.309573444801929e-5	0.9972394401831456	LakeSanAntonio_20190801-P1S1_1	P1S1_1	P1S1	1	0.0031889998470478556	50.40271660256383	141.9712082010955	S1
-120.973363808	35.8567361476	0	LakeSanAntonio_20190801	21	P1	6.309573444801929e-5	0.9972394401831456	LakeSanAntonio_20190801-P1S1_2	P1S1_2	P1S1	2	0.0035989212027126537	56.88159741468998	146.3476948342622	S1
-120.973363808	35.8567361476	0	LakeSanAntonio_20190801	21	P1	6.309573444801929e-5	0.9972394401831456	LakeSanAntonio_20190801-P1S1_3	P1S1_3	P1S1	3	0.003190462460241957	50.42583346736698	141.9878032478223	S1
-120.973363808	35.8567361476	0	LakeSanAntonio_20190801	21	P1	6.309573444801929e-5	0.9972394401831456	LakeSanAntonio_20190801-P1S2_1	P1S2_1	P1S2	1	0.003324911008744185	52.550816977183416	143.48166882510122	S2
-120.973363808	35.8567361476	0	LakeSanAntonio_20190801	21	P1	6.309573444801929e-5	0.9972394401831456	LakeSanAntonio_20190801-P1S2_2	P1S2_2	P1S2	2	0.0031607019749231567	49.95546364001598	141.6486289834626	S2
-120.973363808	35.8567361476	0	LakeSanAntonio_20190801	21	P1	6.309573444801929e-5	0.9972394401831456	LakeSanAntonio_20190801-P1S2_3	P1S2_3	P1S2	3	0.003347536641433754	52.90841917445594	143.7271116171955	S2
-120.973363808	35.8567361476	0	LakeSanAntonio_20190801	21	P1	6.309573444801929e-5	0.9972394401831456	LakeSanAntonio_20190801-P1S3_1	P1S3_1	P1S3	1	0.0030679916803923605	48.49016074710373	140.57118146526167	S3
-120.973363808	35.8567361476	0	LakeSanAntonio_20190801	21	P1	6.309573444801929e-5	0.9972394401831456	LakeSanAntonio_20190801-P1S3_2	P1S3_2	P1S3	2	0.0032389164681529783	51.19165778412209	142.53331230618875	S3
-120.973363808	35.8567361476	0	LakeSanAntonio_20190801	21	P1	6.309573444801929e-5	0.9972394401831456	LakeSanAntonio_20190801-P1S3_3	P1S3_3	P1S3	3	0.003229354210898416	51.04052458700743	142.426306925834	S3
-120.959567728	35.8463810725	0	LakeSanAntonio_20190801	32	P3	6.309573444801929e-5	0.9972394401831456	LakeSanAntonio_20190801-P3S1_1	P3S1_1	P3S1	1	0.0016776634148216662	26.515772250671102	118.72540282312764	S1
-120.959567728	35.8463810725	0	LakeSanAntonio_20190801	32	P3	6.309573444801929e-5	0.9972394401831456	LakeSanAntonio_20190801-P3S1_2	P3S1_2	P3S1	2	0.0018555106790452947	29.326680274233112	122.37195484940032	S1
-120.959567728	35.8463810725	0	LakeSanAntonio_20190801	32	P3	6.309573444801929e-5	0.9972394401831456	LakeSanAntonio_20190801-P3S1_3	P3S1_3	P3S1	3	0.0016787646579100844	26.533177595907308	118.74915147314746	S1
-120.959567728	35.8463810725	0	LakeSanAntonio_20190801	32	P3	6.309573444801929e-5	0.9972394401831456	LakeSanAntonio_20190801-P3S2_1	P3S2_1	P3S2	1	0.001693776780766584	26.770446899836397	119.07134791843798	S2
-120.959567728	35.8463810725	0	LakeSanAntonio_20190801	32	P3	6.309573444801929e-5	0.9972394401831456	LakeSanAntonio_20190801-P3S2_2	P3S2_2	P3S2	2	0.0012068678251222337	19.074763212265427	106.80497576941505	S2
-120.959567728	35.8463810725	0	LakeSanAntonio_20190801	32	P3	6.309573444801929e-5	0.9972394401831456	LakeSanAntonio_20190801-P3S2_3	P3S2_3	P3S2	3	0.0011634567522238082	18.38864339111269	105.47918703476815	S2
-120.959567728	35.8463810725	0	LakeSanAntonio_20190801	32	P3	6.309573444801929e-5	0.9972394401831456	LakeSanAntonio_20190801-P3S3_1	P3S3_1	P3S3	1	0.0016468271255967821	26.028399148939748	118.0540009862728	S3
-120.959567728	35.8463810725	0	LakeSanAntonio_20190801	32	P3	6.309573444801929e-5	0.9972394401831456	LakeSanAntonio_20190801-P3S3_2	P3S3_2	P3S3	2	0.0010021037615594137	15.838430330123614	100.07605769410317	S3
-120.959567728	35.8463810725	0	LakeSanAntonio_20190801	32	P3	6.309573444801929e-5	0.9972394401831456	LakeSanAntonio_20190801-P3S3_3	P3S3_3	P3S3	3	0.001038871331408739	16.419548389754773	101.38014680721696	S3
-120.952268856	35.8331076345	0	LakeSanAntonio_20190801	37	P2	6.309573444801929e-5	0.9972394401831456	LakeSanAntonio_20190801-P2S1_1	P2S1_1	P2S1	1	0.0014986920275204105	23.687097259525043	114.64269975258779	S1
-120.952268856	35.8331076345	0	LakeSanAntonio_20190801	37	P2	6.309573444801929e-5	0.9972394401831456	LakeSanAntonio_20190801-P2S1_2	P2S1_2	P2S1	2	0.0012754472410176	20.158673224786554	108.80520822413179	S1
-120.952268856	35.8331076345	0	LakeSanAntonio_20190801	37	P2	6.309573444801929e-5	0.9972394401831456	LakeSanAntonio_20190801-P2S1_3	P2S1_3	P2S1	3	0.001356715512430924	21.443132882762992	111.04073255588924	S1
-120.952268856	35.8331076345	0	LakeSanAntonio_20190801	37	P2	6.309573444801929e-5	0.9972394401831456	LakeSanAntonio_20190801-P2S2_1	P2S2_1	P2S2	1	6.497890568463257e-4	10.270033005486411	84.39769942330341	S2
-120.952268856	35.8331076345	0	LakeSanAntonio_20190801	37	P2	6.309573444801929e-5	0.9972394401831456	LakeSanAntonio_20190801-P2S2_2	P2S2_2	P2S2	2	6.673445317624447e-4	10.547500446521155	85.36250884988398	S2
-120.952268856	35.8331076345	0	LakeSanAntonio_20190801	37	P2	6.309573444801929e-5	0.9972394401831456	LakeSanAntonio_20190801-P2S2_3	P2S2_3	P2S2	3	5.319144492712474e-4	8.407003615332933	77.15348232829696	S2
-120.952268856	35.8331076345	0	LakeSanAntonio_20190801	37	P2	6.309573444801929e-5	0.9972394401831456	LakeSanAntonio_20190801-P2S3_1	P2S3_1	P2S3	1	3.683539246430362e-4	5.8219000826896234	63.85544178542897	S3
-120.952268856	35.8331076345	0	LakeSanAntonio_20190801	37	P2	6.309573444801929e-5	0.9972394401831456	LakeSanAntonio_20190801-P2S3_2	P2S3_2	P2S3	2	8.997431804939855e-4	14.22060292147993	96.17654697078518	S3
-120.952268856	35.8331076345	0	LakeSanAntonio_20190801	37	P2	6.309573444801929e-5	0.9972394401831456	LakeSanAntonio_20190801-P2S3_3	P2S3_3	P2S3	3	8.816132452130292e-4	13.934056030976064	95.43984219382524	S3
-122.2528737	37.93605697	0	SanPabloReservoir_20190812	2	P3	6.309573444801929e-5	0.9972394401831456	SanPabloReservoir_20190812-P3S1_1	P3S1_1	P3S1	1	-3.7650710401882686e-5	-0.5950762550296282	0	S1
-122.2528737	37.93605697	0	SanPabloReservoir_20190812	2	P3	6.309573444801929e-5	0.9972394401831456	SanPabloReservoir_20190812-P3S1_2	P3S1_2	P3S1	2	-6.588291391142957e-5	-1.0412913132946484	0	S1
-122.2528737	37.93605697	0	SanPabloReservoir_20190812	2	P3	6.309573444801929e-5	0.9972394401831456	SanPabloReservoir_20190812-P3S1_3	P3S1_3	P3S1	3	-9.080703382589308e-5	-1.4352215148843288	0	S1
-122.2528737	37.93605697	0	SanPabloReservoir_20190812	2	P3	6.309573444801929e-5	0.9972394401831456	SanPabloReservoir_20190812-P3S2_1	P3S2_1	P3S2	1	-5.174027791262075e-5	-0.8177644056589952	0	S2
-122.2528737	37.93605697	0	SanPabloReservoir_20190812	2	P3	6.309573444801929e-5	0.9972394401831456	SanPabloReservoir_20190812-P3S2_2	P3S2_2	P3S2	2	-9.167281355384918e-5	-1.448905319325026	0	S2
-122.2528737	37.93605697	0	SanPabloReservoir_20190812	2	P3	6.309573444801929e-5	0.9972394401831456	SanPabloReservoir_20190812-P3S2_3	P3S2_3	P3S2	3	-6.60047042122426e-5	-1.0432162309212525	0	S2
-122.2528737	37.93605697	0	SanPabloReservoir_20190812	2	P3	6.309573444801929e-5	0.9972394401831456	SanPabloReservoir_20190812-P3S3_1	P3S3_1	P3S3	1	-1.1481237641910828e-4	-1.8146302755317618	0	S3
-122.2528737	37.93605697	0	SanPabloReservoir_20190812	2	P3	6.309573444801929e-5	0.9972394401831456	SanPabloReservoir_20190812-P3S3_2	P3S3_2	P3S3	2	-1.2811433054853443e-4	-2.0248700548990852	0	S3
-122.2528737	37.93605697	0	SanPabloReservoir_20190812	2	P3	6.309573444801929e-5	0.9972394401831456	SanPabloReservoir_20190812-P3S3_3	P3S3_3	P3S3	3	-1.3905959359512788e-4	-2.197861907497843	0	S3
-122.24909	37.93082404	0	SanPabloReservoir_20190812	3	P1	6.309573444801929e-5	0.9972394401831456	SanPabloReservoir_20190812-P1S1_1	P1S1_1	P1S1	1	-3.517420082287527e-5	-0.5559345753616918	0	S1
-122.24909	37.93082404	0	SanPabloReservoir_20190812	3	P1	6.309573444801929e-5	0.9972394401831456	SanPabloReservoir_20190812-P1S1_2	P1S1_2	P1S1	2	-8.270822949816117e-5	-1.307218454699747	0	S1
-122.24909	37.93082404	0	SanPabloReservoir_20190812	3	P1	6.309573444801929e-5	0.9972394401831456	SanPabloReservoir_20190812-P1S1_3	P1S1_3	P1S1	3	-8.163202758371585e-5	-1.290208889725594	0	S1
-122.24909	37.93082404	0	SanPabloReservoir_20190812	3	P1	6.309573444801929e-5	0.9972394401831456	SanPabloReservoir_20190812-P1S2_1	P1S2_1	P1S2	1	-4.014814278344679e-5	-0.6345486233580776	0	S2
-122.24909	37.93082404	0	SanPabloReservoir_20190812	3	P1	6.309573444801929e-5	0.9972394401831456	SanPabloReservoir_20190812-P1S2_2	P1S2_2	P1S2	2	-8.788219234759652e-5	-1.3889938688483856	0	S2
-122.24909	37.93082404	0	SanPabloReservoir_20190812	3	P1	6.309573444801929e-5	0.9972394401831456	SanPabloReservoir_20190812-P1S2_3	P1S2_3	P1S2	3	-7.179094466570971e-5	-1.1346688028115819	0	S2
-122.24909	37.93082404	0	SanPabloReservoir_20190812	3	P1	6.309573444801929e-5	0.9972394401831456	SanPabloReservoir_20190812-P1S3_1	P1S3_1	P1S3	1	-7.486958243130943e-5	-1.1833272268516832	0	S3
-122.24909	37.93082404	0	SanPabloReservoir_20190812	3	P1	6.309573444801929e-5	0.9972394401831456	SanPabloReservoir_20190812-P1S3_2	P1S3_2	P1S3	2	-3.902446932782744e-5	-0.6167887621307917	0	S3
-122.24909	37.93082404	0	SanPabloReservoir_20190812	3	P1	6.309573444801929e-5	0.9972394401831456	SanPabloReservoir_20190812-P1S3_3	P1S3_3	P1S3	3	-3.687003578551891e-5	-0.5827375521965678	0	S3
-122.2454988	37.92828351	0	SanPabloReservoir_20190812	5	P2	6.309573444801929e-5	0.9972394401831456	SanPabloReservoir_20190812-P2S1_1	P2S1_1	P2S1	1	-2.815103498456648e-5	-0.4449321751173705	0	S1
-122.2454988	37.92828351	0	SanPabloReservoir_20190812	5	P2	6.309573444801929e-5	0.9972394401831456	SanPabloReservoir_20190812-P2S1_2	P2S1_2	P2S1	2	-1.2191574953892322e-4	-1.9269003662975985	0	S1
