pixel	spec_rep	type	type_rep	notes	spec_file	spectra_id	unique_id
P2S2	3	plate	1	na	Spec00521.asd.txt	P2S2_3	P2S2_3_PL1
P2S2	3	plate	1	na	Spec00522.asd.txt	P2S2_3	P2S2_3_PL1
P2S2	3	plate	1	na	Spec00523.asd.txt	P2S2_3	P2S2_3_PL1
P2S2	3	plate	1	na	Spec00524.asd.txt	P2S2_3	P2S2_3_PL1
P2S2	3	plate	1	na	Spec00525.asd.txt	P2S2_3	P2S2_3_PL1
P2S2	3	plate	1	na	Spec00526.asd.txt	P2S2_3	P2S2_3_PL1
P2S2	3	plate	1	na	Spec00527.asd.txt	P2S2_3	P2S2_3_PL1
P2S2	3	plate	1	na	Spec00528.asd.txt	P2S2_3	P2S2_3_PL1
P2S2	3	plate	1	na	Spec00529.asd.txt	P2S2_3	P2S2_3_PL1
P2S2	3	plate	1	na	Spec00530.asd.txt	P2S2_3	P2S2_3_PL1
P2S2	3	water	1	na	Spec00531.asd.txt	P2S2_3	P2S2_3_WA1
P2S2	3	water	1	na	Spec00532.asd.txt	P2S2_3	P2S2_3_WA1
P2S2	3	water	1	na	Spec00533.asd.txt	P2S2_3	P2S2_3_WA1
P2S2	3	water	1	na	Spec00534.asd.txt	P2S2_3	P2S2_3_WA1
P2S2	3	water	1	na	Spec00535.asd.txt	P2S2_3	P2S2_3_WA1
P2S2	3	water	1	na	Spec00536.asd.txt	P2S2_3	P2S2_3_WA1
P2S2	3	water	1	na	Spec00537.asd.txt	P2S2_3	P2S2_3_WA1
P2S2	3	water	1	na	Spec00538.asd.txt	P2S2_3	P2S2_3_WA1
P2S2	3	water	1	na	Spec00539.asd.txt	P2S2_3	P2S2_3_WA1
P2S2	3	water	1	na	Spec00540.asd.txt	P2S2_3	P2S2_3_WA1
P2S2	3	sky	1	na	Spec00541.asd.txt	P2S2_3	P2S2_3_SK1
P2S2	3	sky	1	na	Spec00542.asd.txt	P2S2_3	P2S2_3_SK1
P2S2	3	sky	1	na	Spec00543.asd.txt	P2S2_3	P2S2_3_SK1
P2S2	3	sky	1	na	Spec00544.asd.txt	P2S2_3	P2S2_3_SK1
P2S2	3	sky	1	na	Spec00545.asd.txt	P2S2_3	P2S2_3_SK1
P2S2	3	sky	1	na	Spec00546.asd.txt	P2S2_3	P2S2_3_SK1
P2S2	3	sky	1	na	Spec00547.asd.txt	P2S2_3	P2S2_3_SK1
P2S2	3	sky	1	na	Spec00548.asd.txt	P2S2_3	P2S2_3_SK1
P2S2	3	sky	1	na	Spec00549.asd.txt	P2S2_3	P2S2_3_SK1
P2S2	3	sky	1	na	Spec00550.asd.txt	P2S2_3	P2S2_3_SK1
