Lon,Lat,Pixel Value
-122.253065855,37.9387494809,0
-122.252873686,37.9360569675,0
-122.249090034,37.9308240448,0
-122.248898065,37.9281315105,0
-122.245498772,37.9282835086,0
-122.245306951,37.9255909576,0
-122.241907755,37.9257428434,0
-122.231136181,37.918120074,0
