Lon,Lat,Pixel Value
-122.2530659,37.93874948,0
-122.2528737,37.93605697,0
-122.24909,37.93082404,0
-122.2488981,37.92813151,0
-122.2454988,37.92828351,0
-122.245307,37.92559096,0
-122.2419078,37.92574284,0
-122.2311362,37.91812007,0
