pixel	spec_rep	type	type_rep	notes	spec_file	spectra_id	unique_id
CL03C	1	plate	1	na	Spec00001.asd.txt	CL03C_1	CL03C_1_PL1
CL03C	1	plate	1	na	Spec00002.asd.txt	CL03C_1	CL03C_1_PL1
CL03C	1	plate	1	na	Spec00003.asd.txt	CL03C_1	CL03C_1_PL1
CL03C	1	plate	1	na	Spec00004.asd.txt	CL03C_1	CL03C_1_PL1
CL03C	1	plate	1	na	Spec00005.asd.txt	CL03C_1	CL03C_1_PL1
CL03C	1	plate	1	na	Spec00006.asd.txt	CL03C_1	CL03C_1_PL1
CL03C	1	plate	1	na	Spec00007.asd.txt	CL03C_1	CL03C_1_PL1
CL03C	1	plate	1	na	Spec00008.asd.txt	CL03C_1	CL03C_1_PL1
CL03C	1	plate	1	na	Spec00009.asd.txt	CL03C_1	CL03C_1_PL1
CL03C	1	plate	1	na	Spec00010.asd.txt	CL03C_1	CL03C_1_PL1
CL03C	1	water	1	na	Spec00011.asd.txt	CL03C_1	CL03C_1_WA1
CL03C	1	water	1	na	Spec00012.asd.txt	CL03C_1	CL03C_1_WA1
CL03C	1	water	1	na	Spec00013.asd.txt	CL03C_1	CL03C_1_WA1
CL03C	1	water	1	na	Spec00014.asd.txt	CL03C_1	CL03C_1_WA1
CL03C	1	water	1	na	Spec00015.asd.txt	CL03C_1	CL03C_1_WA1
CL03C	1	water	1	na	Spec00016.asd.txt	CL03C_1	CL03C_1_WA1
CL03C	1	water	1	na	Spec00017.asd.txt	CL03C_1	CL03C_1_WA1
CL03C	1	water	1	na	Spec00018.asd.txt	CL03C_1	CL03C_1_WA1
CL03C	1	water	1	na	Spec00019.asd.txt	CL03C_1	CL03C_1_WA1
CL03C	1	water	1	na	Spec00020.asd.txt	CL03C_1	CL03C_1_WA1
CL03C	1	sky	1	na	Spec00021.asd.txt	CL03C_1	CL03C_1_SK1
CL03C	1	sky	1	na	Spec00022.asd.txt	CL03C_1	CL03C_1_SK1
CL03C	1	sky	1	na	Spec00023.asd.txt	CL03C_1	CL03C_1_SK1
CL03C	1	sky	1	na	Spec00024.asd.txt	CL03C_1	CL03C_1_SK1
CL03C	1	sky	1	na	Spec00025.asd.txt	CL03C_1	CL03C_1_SK1
CL03C	1	sky	1	na	Spec00026.asd.txt	CL03C_1	CL03C_1_SK1
CL03C	1	sky	1	na	Spec00027.asd.txt	CL03C_1	CL03C_1_SK1
CL03C	1	sky	1	na	Spec00028.asd.txt	CL03C_1	CL03C_1_SK1
CL03C	1	sky	1	na	Spec00029.asd.txt	CL03C_1	CL03C_1_SK1
CL03C	1	sky	1	na	Spec00030.asd.txt	CL03C_1	CL03C_1_SK1
