pixel	spec_rep	type	type_rep	notes	spec_file	spectra_id	unique_id
CL03F	3	plate	1	na	Spec00211.asd.txt	CL03F_3	CL03F_3_PL1
CL03F	3	plate	1	na	Spec00212.asd.txt	CL03F_3	CL03F_3_PL1
CL03F	3	plate	1	na	Spec00213.asd.txt	CL03F_3	CL03F_3_PL1
CL03F	3	plate	1	na	Spec00214.asd.txt	CL03F_3	CL03F_3_PL1
CL03F	3	plate	1	na	Spec00215.asd.txt	CL03F_3	CL03F_3_PL1
CL03F	3	plate	1	na	Spec00216.asd.txt	CL03F_3	CL03F_3_PL1
CL03F	3	plate	1	na	Spec00217.asd.txt	CL03F_3	CL03F_3_PL1
CL03F	3	plate	1	na	Spec00218.asd.txt	CL03F_3	CL03F_3_PL1
CL03F	3	plate	1	na	Spec00219.asd.txt	CL03F_3	CL03F_3_PL1
CL03F	3	plate	1	na	Spec00220.asd.txt	CL03F_3	CL03F_3_PL1
CL03F	3	water	1	na	Spec00221.asd.txt	CL03F_3	CL03F_3_WA1
CL03F	3	water	1	na	Spec00222.asd.txt	CL03F_3	CL03F_3_WA1
CL03F	3	water	1	na	Spec00223.asd.txt	CL03F_3	CL03F_3_WA1
CL03F	3	water	1	na	Spec00224.asd.txt	CL03F_3	CL03F_3_WA1
CL03F	3	water	1	na	Spec00225.asd.txt	CL03F_3	CL03F_3_WA1
CL03F	3	water	1	na	Spec00226.asd.txt	CL03F_3	CL03F_3_WA1
CL03F	3	water	1	na	Spec00227.asd.txt	CL03F_3	CL03F_3_WA1
CL03F	3	water	1	na	Spec00228.asd.txt	CL03F_3	CL03F_3_WA1
CL03F	3	water	1	na	Spec00229.asd.txt	CL03F_3	CL03F_3_WA1
CL03F	3	water	1	na	Spec00230.asd.txt	CL03F_3	CL03F_3_WA1
CL03F	3	sky	1	na	Spec00231.asd.txt	CL03F_3	CL03F_3_SK1
CL03F	3	sky	1	na	Spec00232.asd.txt	CL03F_3	CL03F_3_SK1
CL03F	3	sky	1	na	Spec00233.asd.txt	CL03F_3	CL03F_3_SK1
CL03F	3	sky	1	na	Spec00234.asd.txt	CL03F_3	CL03F_3_SK1
CL03F	3	sky	1	na	Spec00235.asd.txt	CL03F_3	CL03F_3_SK1
CL03F	3	sky	1	na	Spec00236.asd.txt	CL03F_3	CL03F_3_SK1
CL03F	3	sky	1	na	Spec00237.asd.txt	CL03F_3	CL03F_3_SK1
CL03F	3	sky	1	na	Spec00238.asd.txt	CL03F_3	CL03F_3_SK1
CL03F	3	sky	1	na	Spec00239.asd.txt	CL03F_3	CL03F_3_SK1
CL03F	3	sky	1	na	Spec00240.asd.txt	CL03F_3	CL03F_3_SK1
